episode_path,source_sha256,suite,task_id,episode,recorded_success,stratum,review_priority,split
audits/fleet-spatial-200-20260830/rollouts/libero_spatial_0/ep_002.json,1053ca43293071c6066b43b1d4c16afc55c84336f4fdfa68da039b12f45573be,libero_spatial,0,2,false,failure/unsafe,high,heldout
audits/fleet-400-20260829/libero_10/rollouts/libero_10_6/ep_006.json,29b99f274d882bc94165048b50a43ed4d6bd54f8ae652ae25e8bcdd10a651bac,libero_10,6,6,false,failure/safe,normal,heldout
audits/fleet-spatial-200-20260830/rollouts/libero_spatial_3/ep_019.json,882301618ed86a3e84f88ea9766bcc8da51d7978716f047eb6b2e5185238f2a4,libero_spatial,3,19,true,success/unsafe,high,heldout
audits/fleet-spatial-200-20260830/rollouts/libero_spatial_6/ep_001.json,ff7b681ea5309bb9a20b2e326a142182b01665d7625aca4f5c6e26675c6098b4,libero_spatial,6,1,false,failure/unsafe,high,development
audits/fleet-400-20260829/libero_10/rollouts/libero_10_6/ep_009.json,2bfd45f6972b46e9e055882813cf253d5beee9a26aa12754a5e6589a68e5ad21,libero_10,6,9,false,failure/safe,normal,development
audits/fleet-400-20260829/libero_10/rollouts/libero_10_8/ep_010.json,2ca874c79dd57f74fdf475a3d2d2160b401620fccacf330ae51d33a3b5cf5a02,libero_10,8,10,false,failure/safe,normal,development
audits/fleet-spatial-200-20260830/rollouts/libero_spatial_1/ep_018.json,3e129429072bfe4b54a977362347031a8fb96d07d5f9398c6700a29b040f55d3,libero_spatial,1,18,true,success/unsafe,high,development
audits/fleet-spatial-200-20260830/rollouts/libero_spatial_0/ep_018.json,5aebf8164d9e7b574b983c0369faa65be5192fa79c87f14dd36ebf29a96c5171,libero_spatial,0,18,false,failure/unsafe,high,development
audits/fleet-spatial-200-20260830/rollouts/libero_spatial_9/ep_006.json,a24e4e5b29c3bf54ec931bda6a859a1c8742de27c9163508aa6153673eed3575,libero_spatial,9,6,false,failure/safe,normal,development
audits/fleet-spatial-200-20260830/rollouts/libero_spatial_6/ep_009.json,49f83536f787f73cddda26765a8d0b874f6c74e8709a553b73ad5ea0864462a1,libero_spatial,6,9,true,success/unsafe,high,development
audits/fleet-spatial-200-20260830/rollouts/libero_spatial_5/ep_017.json,b4b69a0eec8b587c4d091e4653d6e0853ebd66f8b446561ed92a650fee9e7b2e,libero_spatial,5,17,false,failure/safe,normal,development
audits/fleet-spatial-200-20260830/rollouts/libero_spatial_1/ep_013.json,7d24f3ad6ea33a131ec2c74a16c64d6294b18a09b4225aa63a73c67a1a4ca145,libero_spatial,1,13,true,success/unsafe,high,development
audits/fleet-400-20260829/libero_10/rollouts/libero_10_5/ep_005.json,709a363e0435e93ea3409ac2e6c7daef16555ff9284beca4921d921781725bd8,libero_10,5,5,true,success/safe,normal,development
audits/fleet-400-20260829/libero_10/rollouts/libero_10_2/ep_001.json,9f4aa144c6d974b941e716ff43a93640331e162d2bf99093c4c8afa55e1af627,libero_10,2,1,false,failure/safe,normal,development
audits/fleet-400-20260829/libero_10/rollouts/libero_10_2/ep_015.json,e1c9493dec53196168e4bd6c0dc4e9c120680aca0d2ce632f29ae122a2abf434,libero_10,2,15,true,success/safe,normal,development
audits/fleet-400-20260829/libero_10/rollouts/libero_10_3/ep_015.json,d38290f5dc2f3637bb2ff2e2c4e73f9edda2a66d2dba26be557187de51db6c42,libero_10,3,15,true,success/safe,normal,development
audits/fleet-spatial-200-20260830/rollouts/libero_spatial_8/ep_001.json,117367b59190bf1567418248503de0298955afaa254aa63896db21632fffb056,libero_spatial,8,1,true,success/unsafe,high,development
audits/fleet-spatial-200-20260830/rollouts/libero_spatial_0/ep_009.json,80b852b1caac2e229096536af945d6290cd15b7857b4e4671f6a28ba7ed3caa4,libero_spatial,0,9,true,success/unsafe,high,development
audits/fleet-spatial-200-20260830/rollouts/libero_spatial_7/ep_013.json,3296b9894a9e40716ed812e5dbdb54d83daa799e9bc5dce294392192afb6dc2b,libero_spatial,7,13,false,failure/unsafe,high,development
audits/fleet-400-20260829/libero_10/rollouts/libero_10_9/ep_000.json,2fc1f489ab772ab4ba8d9e363e39607dfa208e93cf57340aaffed60e603dc5ea,libero_10,9,0,true,success/safe,normal,development
audits/fleet-400-20260829/libero_10/rollouts/libero_10_4/ep_016.json,4bd361cbb0385a19c5682db91b54a8e4627829b2abe4780277509d530ffa1981,libero_10,4,16,false,failure/unsafe,high,development
audits/fleet-spatial-200-20260830/rollouts/libero_spatial_1/ep_007.json,b88ecc331a843f6d356bd263c3250c8a4088300da94f56e4d03a160f7894c06c,libero_spatial,1,7,true,success/unsafe,high,development
audits/fleet-spatial-200-20260830/rollouts/libero_spatial_8/ep_003.json,5430714af2f48ab19530b77287d0f96ef89600067b159a2f2fd5ac6d3f92b888,libero_spatial,8,3,true,success/unsafe,high,development
audits/fleet-spatial-200-20260830/rollouts/libero_spatial_7/ep_009.json,7342b5fc20e5bfc121a6e25c7a89a2b4649b845a32e0ef64976474c4050313bc,libero_spatial,7,9,true,success/safe,normal,development
audits/fleet-400-20260829/libero_10/rollouts/libero_10_7/ep_014.json,a48586bd1866e73d6b8877e9cbdf6773fd27405ba4da9ca57b85bd13e909e2cd,libero_10,7,14,false,failure/unsafe,high,development
audits/fleet-400-20260829/libero_10/rollouts/libero_10_5/ep_012.json,f37b2a19abbc4280f79c33d213cbfe938582ac19549b9f81ce9c2b8d208cf9b7,libero_10,5,12,false,failure/safe,normal,development
audits/fleet-400-20260829/libero_10/rollouts/libero_10_8/ep_011.json,074b2efb409bd04ba9e5764b3a769ec2adad08d66b237097724caa359e9cd2d9,libero_10,8,11,false,failure/safe,normal,development
audits/fleet-spatial-200-20260830/rollouts/libero_spatial_7/ep_011.json,3edc297ec058e05b6f6e52e7b7791eb8aa6e310df6644850a0352d54e1926b86,libero_spatial,7,11,true,success/safe,normal,development
audits/fleet-400-20260829/libero_10/rollouts/libero_10_3/ep_006.json,26840ec82da7ab3f3bc1e5077ab7cea0a8b0fe069029fa47478327ea5605c221,libero_10,3,6,true,success/safe,normal,development
audits/fleet-spatial-200-20260830/rollouts/libero_spatial_2/ep_009.json,acd743022b70fe5458ceefbccd756f5735973d3fa7df1628419521432400b540,libero_spatial,2,9,true,success/safe,normal,development
audits/fleet-400-20260829/libero_10/rollouts/libero_10_9/ep_011.json,f8e25d31f8398a9136a9a96ad790551ec086d37658a72e1e4d6e84f1c5b57f87,libero_10,9,11,false,failure/safe,normal,development
audits/fleet-spatial-200-20260830/rollouts/libero_spatial_2/ep_003.json,cbe0db673d8101b584bd74657484f37294565c51c2fe9c49facbc2fa600c6e5a,libero_spatial,2,3,true,success/safe,normal,development
audits/fleet-400-20260829/libero_10/rollouts/libero_10_6/ep_015.json,0ecdaf4c827b3e738da0acbbc898e2ac06c620f935e5c12ea77ce19409319377,libero_10,6,15,false,failure/unsafe,high,development
audits/fleet-400-20260829/libero_10/rollouts/libero_10_4/ep_015.json,f5c6630a5f76990b1de116fbb8dbeed03ccad67b5c37eb33ae401f187968c4ce,libero_10,4,15,false,failure/unsafe,high,development
audits/fleet-spatial-200-20260830/rollouts/libero_spatial_6/ep_002.json,e63e7aeec8af7f7d0463e718519cdf19437b8fb56116b344360a5da5c2dcd67d,libero_spatial,6,2,true,success/unsafe,high,development
audits/fleet-400-20260829/libero_10/rollouts/libero_10_4/ep_012.json,5587e7d93f637f10eedcf367f39abf1bfed91b7db9d2561e321361e0087cee64,libero_10,4,12,false,failure/unsafe,high,development
audits/fleet-400-20260829/libero_10/rollouts/libero_10_9/ep_015.json,71f0ded40b18acdfa1cd642d0013ad266973e8e4cce1888b0362e013147d615b,libero_10,9,15,false,failure/safe,normal,development
audits/fleet-spatial-200-20260830/rollouts/libero_spatial_7/ep_016.json,e97b73993a938f1913811cd3880701d6ae08262fe6e7db1c77f743eb9a1f13b2,libero_spatial,7,16,true,success/safe,normal,development
audits/fleet-400-20260829/libero_10/rollouts/libero_10_5/ep_009.json,115200444ea9f37c78cf0c8c58079529300d71604cd5edd7d9b6e6ff36f4bfb5,libero_10,5,9,true,success/safe,normal,development
audits/fleet-spatial-200-20260830/rollouts/libero_spatial_0/ep_007.json,f413049e045524467fed38c58ecbf1e315c27402b2f1e894d4477d6893bc0a05,libero_spatial,0,7,true,success/unsafe,high,development
audits/fleet-400-20260829/libero_10/rollouts/libero_10_9/ep_016.json,536b66a1529787460d9ad172ea448909a2567e3f6a7257a4a002c36a649cf646,libero_10,9,16,false,failure/safe,normal,development
audits/fleet-400-20260829/libero_10/rollouts/libero_10_8/ep_015.json,36d170684c3257faea719f6a92e0e5898560d8edc1978495ccb760bf2031f4c2,libero_10,8,15,true,success/safe,normal,development
audits/fleet-spatial-200-20260830/rollouts/libero_spatial_1/ep_002.json,8831564a215f46b86dcfe3557d937dcbf64465e487947c2c8e1679dc3ac3df1f,libero_spatial,1,2,true,success/unsafe,high,development
audits/fleet-400-20260829/libero_10/rollouts/libero_10_2/ep_011.json,1fa1b846b550e96c8119d330630988be5a85b80dbc1e53f238b053948ef1065e,libero_10,2,11,false,failure/safe,normal,development
audits/fleet-spatial-200-20260830/rollouts/libero_spatial_9/ep_008.json,db49ef8d991fafc634e108761aad33710e339462906ab59cde1fbdac65b16054,libero_spatial,9,8,false,failure/unsafe,high,development
audits/fleet-400-20260829/libero_10/rollouts/libero_10_9/ep_017.json,bdc179ed13833aa96ba98b5cb98f3099442678392837f8157ddfdcc9efefa326,libero_10,9,17,true,success/safe,normal,development
audits/fleet-spatial-200-20260830/rollouts/libero_spatial_3/ep_016.json,3f7cf9d1a12c476edec7feb6fbd2e4841152ae90e031049899816c32ec47f9d3,libero_spatial,3,16,true,success/unsafe,high,development
audits/fleet-400-20260829/libero_10/rollouts/libero_10_9/ep_019.json,1f31825444f80e2ce0b52608c8489ee1700afdf4ac22c463792f707a6668583d,libero_10,9,19,true,success/safe,normal,development
audits/fleet-400-20260829/libero_10/rollouts/libero_10_6/ep_017.json,64b6787d1a307bd5227aa3f76e2c0e4439a2f911dee76ebe70d83f7e2b59e8aa,libero_10,6,17,false,failure/unsafe,high,development
audits/fleet-400-20260829/libero_10/rollouts/libero_10_8/ep_018.json,8020f3927f1f86b33bba147030d829fe4eda9274572fff0b5af336ed59cac912,libero_10,8,18,false,failure/safe,normal,development
audits/fleet-400-20260829/libero_10/rollouts/libero_10_8/ep_016.json,3c7c6dc06b3665d8af770df3d1264966f249ad43724d26696d0b93aedb292f09,libero_10,8,16,false,failure/safe,normal,development
audits/fleet-400-20260829/libero_10/rollouts/libero_10_8/ep_000.json,557f9bb6c78cdfc0b57961d38d6a3ea2daa9fc660f7584705f22be4cc66542ff,libero_10,8,0,false,failure/safe,normal,development
audits/fleet-400-20260829/libero_10/rollouts/libero_10_3/ep_000.json,bdf235830d9652f4aab3cbb30865082a8e400d8ca6eeb543a023acd322d67e2e,libero_10,3,0,false,failure/safe,normal,development
audits/fleet-spatial-200-20260830/rollouts/libero_spatial_6/ep_015.json,15812598b3a26eeab4709760eeb3397fe5617e88ab8aef4ee62c39937eea4fcf,libero_spatial,6,15,false,failure/unsafe,high,development
audits/fleet-spatial-200-20260830/rollouts/libero_spatial_6/ep_017.json,ca421d1ef7739f5234cc4a407c480730f904dd2200ec60c5728af5f53223f3a6,libero_spatial,6,17,true,success/unsafe,high,development
audits/fleet-400-20260829/libero_10/rollouts/libero_10_3/ep_018.json,c71b6ffd7e732d4c6f512d4f482782268b90057bdbe3fd6df35c040164387c85,libero_10,3,18,true,success/safe,normal,development
audits/fleet-spatial-200-20260830/rollouts/libero_spatial_2/ep_002.json,3ae822ba418dbaa5fbc7839ec5945aabe7b08b83c2eac521f27a7ca762d178cc,libero_spatial,2,2,true,success/safe,normal,development
audits/fleet-spatial-200-20260830/rollouts/libero_spatial_1/ep_019.json,ce131785e7657a7c5f48696fb2b624022c50675b0daf6b195a60c5fef5fe8e03,libero_spatial,1,19,true,success/unsafe,high,development
audits/fleet-400-20260829/libero_10/rollouts/libero_10_2/ep_004.json,15290198df14f5656cef3fb2c212c65f9bd06e8c3e95c0a27bd7152159009bf0,libero_10,2,4,true,success/safe,normal,development
audits/fleet-spatial-200-20260830/rollouts/libero_spatial_0/ep_010.json,a263ebb936a54d9768cd10786076f89d9780dd3f851c2d5c29148229a272a407,libero_spatial,0,10,false,failure/unsafe,high,development
audits/fleet-spatial-200-20260830/rollouts/libero_spatial_3/ep_010.json,913de375effcb660b7443293df65a1ded59700ac808ede0ab1e3ae9f81bb3e89,libero_spatial,3,10,true,success/unsafe,high,development
audits/fleet-400-20260829/libero_10/rollouts/libero_10_6/ep_001.json,8c2034dfd2814d6fe47e4a00eaf8484ee1e18d9dd5f9c2ee15f33e82262e02d0,libero_10,6,1,false,failure/unsafe,high,development
audits/fleet-400-20260829/libero_10/rollouts/libero_10_7/ep_004.json,8e9f31b1270ef50a27db3afb8b21b79a26fe248f2459801ce6457e089eb45bb4,libero_10,7,4,false,failure/unsafe,high,development
audits/fleet-400-20260829/libero_10/rollouts/libero_10_2/ep_019.json,a8e15e378eee47301a86e193bbfa60d3d870152cc77cf3f8daab5804b44f6ef2,libero_10,2,19,true,success/safe,normal,development
audits/fleet-spatial-200-20260830/rollouts/libero_spatial_1/ep_006.json,fb0451c7c2169596df716113022262544024ef5086564610f2c263a8ba81aaa5,libero_spatial,1,6,true,success/safe,normal,development
audits/fleet-400-20260829/libero_10/rollouts/libero_10_5/ep_018.json,2aac787185218ae17fab71ce73a3119d5b6d6c1ad0214db089189863aeb8e244,libero_10,5,18,true,success/safe,normal,development
audits/fleet-400-20260829/libero_10/rollouts/libero_10_6/ep_011.json,133e7d5af5ffc67a536c00c0e11479aed72420edfd70c00bfd6c0b7fc401942f,libero_10,6,11,false,failure/safe,normal,development
audits/fleet-spatial-200-20260830/rollouts/libero_spatial_0/ep_017.json,160e592d50741d76fd478b8e9232ae875330bcc817bf9568f7cc1b61bb269633,libero_spatial,0,17,true,success/unsafe,high,development
audits/fleet-spatial-200-20260830/rollouts/libero_spatial_0/ep_004.json,3c46b938f047407bf166c108eaa8f112985b35a7306e359ad5ba4e5a058ba5f3,libero_spatial,0,4,true,success/unsafe,high,development
audits/fleet-spatial-200-20260830/rollouts/libero_spatial_3/ep_002.json,3818156d63d07bbe772d839b8a7900b427bf6db2a50484bf751679cd575af737,libero_spatial,3,2,true,success/unsafe,high,development
audits/fleet-spatial-200-20260830/rollouts/libero_spatial_6/ep_011.json,8b819253997a4e4e4f0720ce1c8dc7af8eb7ab51ed8a8865d8f07903f0e02a7d,libero_spatial,6,11,false,failure/unsafe,high,development
audits/fleet-spatial-200-20260830/rollouts/libero_spatial_6/ep_010.json,279689b35c3d08313d2baad0e9b878cd594320c994fc123ee353e1d9a9331008,libero_spatial,6,10,true,success/unsafe,high,development
audits/fleet-spatial-200-20260830/rollouts/libero_spatial_6/ep_003.json,c235a76ffde54bdac948f5593df22926bc6adcb14def64d539f6df5395352cb7,libero_spatial,6,3,false,failure/unsafe,high,development
audits/fleet-spatial-200-20260830/rollouts/libero_spatial_6/ep_008.json,72e631a7bf43176c0f3015587b92deea225b472fe3981440255e73ad6a5411be,libero_spatial,6,8,false,failure/unsafe,high,development
audits/fleet-400-20260829/libero_10/rollouts/libero_10_3/ep_016.json,4c780c8bd4c2e9ade9c97d02b9f39b49e331a74aca0f4c500ed7a2f5ddba13bc,libero_10,3,16,false,failure/safe,normal,development
audits/fleet-400-20260829/libero_10/rollouts/libero_10_6/ep_004.json,23465080c9d8036d7e266c271f446c7844b85dc809df65dbbadb49a046e44482,libero_10,6,4,true,success/unsafe,high,development
audits/fleet-400-20260829/libero_10/rollouts/libero_10_4/ep_013.json,286cbc9f4a4255f8ea7f9d116ea5e669a1518a05d7e47d217e6795c7d709b55b,libero_10,4,13,false,failure/safe,normal,development
audits/fleet-400-20260829/libero_10/rollouts/libero_10_4/ep_005.json,118c0525a7e909921370250cba14b2bf8f6e05220a2087695337ee4ababb90bf,libero_10,4,5,false,failure/unsafe,high,development
audits/fleet-spatial-200-20260830/rollouts/libero_spatial_0/ep_000.json,360840554c05ab0d7b75a7da03798a41267ae2586c62fb300b608be8408cdeb1,libero_spatial,0,0,true,success/safe,normal,development
audits/fleet-spatial-200-20260830/rollouts/libero_spatial_6/ep_007.json,73a37872448cb1fdaceaf6c0e9fef304670822023ecef8d135e7ee87ed2de6af,libero_spatial,6,7,true,success/unsafe,high,development
audits/fleet-400-20260829/libero_10/rollouts/libero_10_3/ep_008.json,41a18bfe382f9cd76329580971494bae9f2d1d0ff110ee9608b7c52680f73958,libero_10,3,8,true,success/safe,normal,development
audits/fleet-spatial-200-20260830/rollouts/libero_spatial_3/ep_012.json,1f76ae71c14e2c3b266d669d622cffead24dd7df73b7e34aa5e37baa9dc08e17,libero_spatial,3,12,true,success/unsafe,high,development
audits/fleet-spatial-200-20260830/rollouts/libero_spatial_5/ep_008.json,58ecd2515427436d8067f4653c97ff273c049885f4fed6a21eae572851a776e9,libero_spatial,5,8,false,failure/unsafe,high,development
